stop_id,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,lat_swiss,long_swiss
8572456,"Chur, Lacuna",46.8613367681442,9.52613951600731,NA,NA,NA,192139.77778992796,759160.1545988433
8572457,"Effingen, Schwerzbrünneli",47.4871801354505,8.10024366532591,NA,NA,NA,259811.85389568243,649863.1086033814
8572458,"Zeihen, Abzw. Station Effingen",47.478923726528,8.09789007928118,NA,NA,NA,258892.39656375998,649693.439853651
8572459,"Zeihen, Stauftel",47.478444086426,8.08827810573977,NA,NA,NA,258833.03137602808,648969.377865362
8572460,"Zeihen, Dorf",47.4762340425549,8.08344516951053,NA,NA,NA,258584.31166523244,648607.1087026206
8572461,"Bözberg, Riemen",47.4816496991353,8.12842381579266,NA,NA,NA,259215.24380089546,651992.2549650526
8572462,"Bözberg, Sandbrunnen",47.4788872983195,8.13464914071247,NA,NA,NA,258912.25589362267,652464.1850914102
8572463,"Bözberg, Altstalden",47.4865488088243,8.13780222736017,NA,NA,NA,259766.18691453943,652694.2646162495
8572464,"Brugg AG, Bahnhof/Zentrum",47.4815586332918,8.20929015768035,NA,NA,NA,259261.80222061893,658087.2940492994
8572465,"Wildegg, Bahnhof",47.4153606192952,8.16376353907484,NA,NA,NA,251869.216214165,654723.8907393214
8572466,"Auenstein, Fahr",47.4154031702293,8.15115119248405,NA,NA,NA,251865.23367037618,653772.0618861222
8572467,"Auenstein, Gemeindehaus",47.4162784960996,8.13670628271339,NA,NA,NA,251952.76046885728,652681.1163514878
8572468,"Veltheim AG, Au",47.4196702464116,8.15864314195465,NA,NA,NA,252344.80047707993,654333.088977463
8572469,"Veltheim AG, Vorerli",47.4336482729723,8.15125899031815,NA,NA,NA,253893.7866996946,653761.7892384544
8572470,"Veltheim AG, Skin",47.4395604686516,8.14194346082054,NA,NA,NA,254544.76803672698,653053.1501984053
8572471,"Veltheim AG, Bären",47.4366682544823,8.14757589765275,NA,NA,NA,254227.03254277812,653480.9101697777
8572472,"Veltheim AG, Kirchgemeindehaus",47.4382359029029,8.14694707695378,NA,NA,NA,254400.8954534032,653431.9033672482
8572473,"Schinznach Dorf, Steinachbr.",47.445994467273,8.14753996504138,NA,NA,NA,255263.89670593766,653468.8395179335
8572474,"Schinznach Dorf, Gemeindehaus",47.4466445064612,8.14007496502931,NA,NA,NA,255331.11200789994,652905.1739009228
8572475,"Schinznach Dorf, Ausserdorf",47.4486613993524,8.14397365336293,NA,NA,NA,255557.9847524564,653197.2005354187
8572476,"Schinznach Dorf, Oberdorf",47.445386946751,8.13774832844312,NA,NA,NA,255189.73118640904,652730.9426332668
8572477,"Thalheim AG, Unterdorf",47.4385640094523,8.10385489276857,NA,NA,NA,254408.9456589993,650181.0445173637
8572478,"Thalheim AG, Dorfplatz",47.4352646226619,8.0991207712206,NA,NA,NA,254039.1039927014,649827.0241824577
